asset_type,asset_sub_type,asset_sub_type_description,business_function,business_activity,retention_period,retention_reason,security_title,action_on_expiry,reason_for_action,appraisal_criteria,authorised_by,authorisation_date,master,classification_code,notes,keywords
Documents,Action Plans, ,PROPERTY AND SERVICES,Environmental Management,Until Superseded,BBC Best Practice,Public Access,Destroy,No Further Value,N/A,BBC Workplace,01/10/2004, N/A,PS-EnvironMan-001,We Publish Reports,
Documents,Guidance, ,PROPERTY AND SERVICES,Environmental Management,Until Superseded,BBC Best Practice, N/A,Review,No Further Value,N/A,_Records Management,01/11/2004, N/A,SM-Policy-004, ,
Documents,BBC Environment Policy, ,PROPERTY AND SERVICES,Environmental Management,Until Superseded,BBC Best Practice,Public Access,Review,BBC Best Practice,N/A,BBC Workplace,01/10/2004, N/A,PS-Policy-004,We Publish Reports,
Documents,Management Accounts, ,FINANCE,Accounting,7 years,Finance Act,Restricted Access,Destroy,No Further Value,N/A,_Records Management,01/12/2004,Finance,FN-Accounting,,
Documents,Public Consultations, ,EXTERNAL ACCOUNTABILITY,Accountability,5 years,Charter and Agreement,Non-Restricted,Review,Possible Historical Interest,N/A,BBC Trust,01/06/2003,BBC Trust,EA-Accountab-015,,
Documents,Appeals Applications, ,EXTERNAL ACCOUNTABILITY,Broadcast Appeals,7 years,Business Need,Restricted Access,Destroy,No Further Value,N/A,_Records Management,01/03/2005,Appeals,EA-BroadApp,,
Documents,Charter Staff Communication, ,EXTERNAL ACCOUNTABILITY,Charter,Period of business/administrative need,Charter and Agreement,Restricted Access,Destroy,No Further Value,N/A,BBC Trust,01/06/2003,BBC Secretary,EA-Charter-010,,
Documents,Executive Board Subcommittees, ,STRATEGIC MANAGEMENT AND DIRECTION,Executive Business,Permanent,Business Need,Non-Restricted,Archive,Historical,N/A,Executive Business Unit,01/06/2003,Executive Business Unit,SM-ExecBus-003,Remit membership and summaries,
Documents,National Broadcasting  Councils, ,EXTERNAL ACCOUNTABILITY,Accountability,Permanent,Charter and Agreement,Non-Restricted,Archive,Historical,N/A,BBC Trust,01/06/2003, N/A,EA-Accountab,,
Documents,MPs and Peers Correspondence, ,EXTERNAL ACCOUNTABILITY,Parliamentary and Political Relations,5 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,Policy,01/12/2004,Public Affairs,EA-ParRels,Release could prejudice effective conduct of public affairs. Contains personal information,
Documents,Ofcom Liaison, ,EXTERNAL ACCOUNTABILITY,Regulation,5 years,Business Need, N/A,Review,BBC Best Practice,N/A,Policy,01/12/2004, N/A,EA-Regulation,,
Documents,Trustees Induction Pack, ,EXTERNAL ACCOUNTABILITY,Regulation,Until Superseded,BBC Best Practice,Restricted Access,Review,Possible Historical Interest,N/A,_Records Management,01/03/2005,BBC Trust,EA-Regulation-015,,
Documents,Freelance Contracts, ,PERSONNEL,Employment Management,Expiry+6,Business Need,Restricted Access,Destroy,No Further Value,N/A,BBC People,01/03/2009,BBC People,PE-EmployMan-009,Includes contracts correspondence,
Documents,Next of Kin Details,Next of Kin Details,PRODUCTION,Talent Management,Transmission+6 months,Business Need,Restricted Access,Destroy,Data Protection Act,N/A,_Records Management,01/06/2013,News Contracts,PR-TalentMan-005,Retention: destroyed 6 months after transmission or the transmission of a final episode of series.,
Documents,Offer Letters,Offer letters. Contain personal details,PRODUCTION,Talent Management,7 years,BBC Best Practice,Editorially Sensitve,Review,Possible Historical Interest,N/A,Vision,01/05/2011,Production Office,PR-TalentMan-002, ,
Documents,Codes of Practice,,INFORMATION MANAGEMENT,External Liaison,Until Superseded,Business Need,Restricted Access,Review,BBC Best Practice,N/A,_Records Management,01/06/2005, N/A,IM-ExtLiaison-003,,
Documents,Distribution Contracts, ,BROADCASTING,Transmission,Expiry+7,Limitation Act,Restricted Access,Destroy,No Further Value,N/A,Strategy and Distribution,01/10/2004, N/A,BD-Transmiss-002, ,
Documents,Contact Lists,"Details of individuals and can include name, address phone number, NI number, credit card details",BROADCASTING,Disaster Planning,Until Superseded,Business Need,Restricted Access,Destroy,No Further Value,N/A,_Records Management,01/06/2003, N/A,CM-Communicat-009, ,
Documents,Performance Review, ,STRATEGIC MANAGEMENT AND DIRECTION,Performance Management,5 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,_Records Management,01/06/2005, N/A,SM-PerfoMan,,
Documents,Time Sheets, Timesheets,PERSONNEL,Employment Management,2 years,Business Need,Restricted Access,Destroy,No Further Value,N/A,_Records Management,01/01/2007,Departments,PE-EmployMan-018,,
Documents,Induction Records, ,PERSONNEL,Training and Development,Until Superseded,Business Need,Restricted Access,Review,Business Need,N/A,Business Continuity,01/12/2007, N/A,PE-TrainDev,,
Documents,Publication Scheme Published Documents,,LEGAL AND CONTRACTS,Compliance,3 years,Legal,Restricted Access,Review,BBC Best Practice,N/A,_Records Management,01/10/2005,Information Policy and Compliance,LC-Compliance-008,,
Documents,Editorial Policy, ,PRODUCTION,Editorial,Permanent,Business Need,Restricted Access,Archive,Historical,N/A,Editorial Policy,01/12/2004,Editorial Policy,SM-Policy,,
Documents,Editorial Issues, ,PRODUCTION,Editorial,5 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,Appeals,01/01/2008,Editorial Policy,PR-Editorial-008,,
Documents,Manuals,Book containing instructions or guidelines,PROPERTY AND SERVICES,Supplies and Equipment,Until Superseded,Business Need,Restricted Access,Destroy,No Further Value,N/A,BBC Workplace,01/10/2004, N/A,PS-SuppEquip,,
Documents,SAP Purchasing Guidelines, ,PROPERTY AND SERVICES,Supplies and Equipment,Until Superseded,Business Need,Non-Restricted,Destroy,No Further Value,N/A,BBC Workplace,01/10/2004,Procurement,SM-Policy-004,,
Documents,Fire Safety Manual, ,PROPERTY AND SERVICES,Security,Until Superseded,Business Need,Restricted Access,Destroy,No Further Value,N/A,BBC Workplace,01/10/2004, N/A,PS-Security,,
Documents,Permits to Work, ,PROPERTY AND SERVICES,Security,Expiry+1,Business Need,Restricted Access,Destroy,No Further Value,N/A,BBC Workplace,01/10/2004, N/A,PS-Security-003,,
Documents,Evacuation Procedures, ,PROPERTY AND SERVICES,Security,Until Superseded,Business Need,Restricted Access,Destroy,No Further Value,N/A,BBC Workplace,01/10/2004, N/A,PS-Security,,
Documents,Emergency Procedures, ,PROPERTY AND SERVICES,Security,Until Superseded,Business Need,Restricted Access,Destroy,No Further Value,N/A,BBC Workplace,01/10/2004, N/A,PS-Security,,
Documents,Vehicle Records,"Includes, mileage, maintenance, MOT and registration records. Maintenance and Service Diary",PROPERTY AND SERVICES,Transport Management,Disposal+2 years,Business Need,Restricted Access,Destroy,No Further Value,N/A,BBC Workplace,01/10/2004, N/A,PS-TranspoMan-005,retain for longer if liability claim pending,
Documents,Technology Investment Appraisal Group, ,FINANCE,Investments,5 years,Business Need,Restricted Access,Review,BBC Best Practice,N/A,_Records Management,01/06/2005,Finance,FN-Investment-002,,
Documents,Interproject Meetings, ,ENGINEERING AND TECHNOLOGY,Project Management,5 years,Business Need,Restricted Access,Review,BBC Best Practice,Project Documentation,BBC PMO,01/05/2013,Departments,SM-ProjectMan-003,Restricted due to commercial interests.,
Documents,System Documents, ,ENGINEERING AND TECHNOLOGY,Technical Development,Until Superseded,Business Need,Restricted Access,Review,NULL,N/A,_Records Management,01/05/2006, N/A,ET-Technical-011,,
Documents,Patents List, ,LEGAL AND CONTRACTS,Intellectual Property,Until Superseded,Business Need,Restricted Access,Destroy,Superseded,N/A,_Records Management,01/04/2005,Innovations Management and Direction,LC-IntelProp-007,Restricted due to BBC's commercial interests.,
Documents,Partnership Board, ,LEGAL AND CONTRACTS,Meetings,3 years,Business Need,Restricted Access,Review,BBC Best Practice,N/A,_Records Management,01/06/2005, N/A,LC-Meetings-001,,
Documents,Transmission Schedules,"Includes Billings, Transmission Actual Reports, Daily Transmission Schedules, Programme Schedules, Trails Schedules, Schedule Changes, Opt-Outs, Seasonal Schedules, Series List, Year View",BROADCASTING,Scheduling,Permanent,Business Need,Restricted Access,Archive,Business Need,N/A,_Records Management,01/12/2004, N/A,BD-Scheduling,,
Documents,Terms of Trade Contracts, ,LEGAL AND CONTRACTS,Contracts,Expiry+6,Legal,Restricted Access,Destroy,BBC Best Practice,N/A,Litigation and Intellectual Property,01/11/2004,Client Department,LC-Contracts-009,,
Documents,Access Agreements,"Includes Facilities, Resources, Location Agreements",PRODUCTION,Content Creation,Permanent,Business Need,Editorially Sensitve,Archive,Business Need,N/A,Television Locations,01/04/2010,TV Locations,LC-Rights-001,Retain for Rights reasons,
Documents,Drafting Guidelines, ,LEGAL AND CONTRACTS,Contracts,Until Superseded,Business Need,Public Access,Destroy,No Further Value,N/A,Litigation and Intellectual Property,01/11/2004,CLIP,LC-Contracts-004,,
Documents,Non-Disclosure Agreements, ,LEGAL AND CONTRACTS,Contracts,Expiry+6,Legal,Restricted Access,Review,BBC Best Practice,N/A,Litigation and Intellectual Property,01/11/2004,Client Department,LC-Contracts-010,,
Documents,People and Consultancy Contracts, ,LEGAL AND CONTRACTS,Contracts,Expiry+6,Legal,Restricted Access,Destroy,BBC Best Practice,N/A,Litigation and Intellectual Property,01/11/2004,Client Department,LC-Contracts-006,,
Documents,Schedules of Designated Information, ,LEGAL AND CONTRACTS,Contracts,Permanent,Business Need,Restricted Access,Review,BBC Best Practice,N/A,IPC Team,01/11/2004,Client Department,LC-Contracts-007,These are highly confidential and should be stored appropriately.  Consider ongoing need for keeping this.  Discuss with FOI rep/IPC Team.,
Documents,Scripts, ,COMMUNICATIONS AND MARKETING,Events,Period of business/administrative need,Business Need,Restricted Access,Destroy,NULL,N/A,_Records Management,01/05/2006,Departments,CM-Events-002,,
Documents,Correspondence,Communication between one party and another by letter or e-mail,LEGAL AND CONTRACTS,Employment Law,Current+6,Legal,Restricted Access,Review,BBC Best Practice,N/A,Employment Law Department,01/11/2004,Employment Law Department,LC-Advice-001,Refer to Employment Law Dept prior to final disposition.,
Documents,Correspondence - External,Communication between the BBC and external bodies such as the Government and other people and organisations,COMMUNICATIONS AND MARKETING,Public Relations,2 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,_Records Management,01/01/2005, N/A,CM-PublicRels-008,,
Documents,Correspondence - External,Communication between the BBC and external bodies such as the Government and other people and organisations,LEGAL AND CONTRACTS,Joint Ventures,3 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,_Records Management,01/03/2005,Departments,LC-JointVent-002,,
Documents,Correspondence - External,Communication between the BBC and external bodies such as the Government and other people and organisations,STRATEGIC MANAGEMENT AND DIRECTION,Executive Business,5 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,Director Generals Office,01/05/2005, N/A,SM-ExecBus-004,,
Documents,Correspondence - Internal,Communication between different parties within the BBC such as interdepartmental correspondence,STRATEGIC MANAGEMENT AND DIRECTION,Executive Business,5 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,Director Generals Office,01/05/2005, N/A,SM-ExecBus-004,,
Documents,Weekly Reports,,INFORMATION MANAGEMENT,Information Security,2 years,Business Need,Restricted Access,Destroy,BBC Best Practice,N/A,_Records Management,01/06/2005, N/A,IM-InfoSec-012,,
Documents,Correspondence - Internal,Communication between different parties within the BBC such as interdepartmental correspondence,LEGAL AND CONTRACTS,Compliance,3 years,Business Need,Restricted Access,Review,Business Need,N/A,_Records Management,01/02/2007, N/A,LC-Compliance-006,,
Documents,Incident Management,,INFORMATION MANAGEMENT,Information Security,7 years,Business Need,Restricted Access,Review,BBC Best Practice,N/A,_Records Management,01/06/2005, N/A,IM-InfoSec-013,,
Documents,Contracts Correspondence,Contracts Correspondence and Communication between one party and another by letter or e-mail. Includes booking forms and offer letters.,PERSONNEL,Employment Management,Cessation+6,BBC Best Practice, N/A,Review,Possible Historical Interest,N/A,BBC People,01/01/2013, N/A,PE-EmployMan-001, ,
Documents,Contracts Correspondence,Contracts Correspondence and Communication between one party and another by letter or e-mail. Includes booking forms and offer letters.,PROPERTY AND SERVICES,Estate Management,Expiry+1,Limitation Act, N/A,Destroy,No Further Value,N/A,NULL,01/11/2004, N/A,PS-JointVent-002, ,
Documents,Contracts Correspondence,Contracts Correspondence and Communication between one party and another by letter or e-mail. Includes booking forms and offer letters.,PROPERTY AND SERVICES,Joint Ventures,Expiry+1,Limitation Act,Restricted Access,Destroy,No Further Value,N/A,BBC Workplace,01/10/2004, N/A,PS-JointVent-002, ,
Documents,Contracts Correspondence,Contracts Correspondence and Communication between one party and another by letter or e-mail. Includes booking forms and offer letters.,PRODUCTION,Talent Management,7 years,BBC Best Practice,Editorially Sensitve,Review,Possible Historical Interest,N/A,Vision,01/05/2011, N/A,PR-TalentMan-002, ,
Documents,Correspondence,Communication between one party and another by letter or e-mail,PROPERTY AND SERVICES,Environmental Management,3 years,BBC Best Practice,Restricted Access,Review,BBC Best Practice,N/A,BBC Workplace,01/10/2004, N/A,PS-EnvironMan, ,
Documents,Correspondence,Communication between one party and another by letter or e-mail,COMMUNICATIONS AND MARKETING,Events,3 years,Business Need, N/A,Review,Possible Historical Interest, No Appraisal Criteria at present,_Records Management,01/06/2005, N/A,CM-Events,,
Documents,Correspondence,Communication between one party and another by letter or e-mail,ENGINEERING AND TECHNOLOGY,External Liaison,5 years,Business Need,Restricted Access,Review,Business Need,N/A,_Records Management,01/03/2007, N/A,ET-ExtLiaison,,
Documents,Correspondence,Communication between one party and another by letter or e-mail,INFORMATION MANAGEMENT,External Liaison,3 years,Business Need, N/A,Review,Possible Historical Interest,N/A,_Records Management,01/06/2005,Information and Archives,IM-ExtLiaison,,
Documents,Correspondence,Communication between one party and another by letter or e-mail,COMMUNICATIONS AND MARKETING,External Liaison,5 years,Business Need,Restricted Access,Review,Business Need, No Appraisal Criteria at present,_Records Management,01/07/2006,Departments,CM-Communicat-015,,
